date,vessel_arrivals,cargo_tonnage,container_teu,bulk_liquid,bulk_dry,roro_units,vessel_type,oil_price,baltic_index,eur_usd,weekday,holiday_be,holiday_eu,strike
2020-06-27,76,652710,16296,256874,123869,2183,RoRo,68.04,1020,1.1004,Saturday,0,0,0
2020-06-28,70,592509,13339,204592,122842,2011,Bulk,61.54,1099,1.1066,Sunday,0,0,0
2020-06-29,76,785375,20437,278412,167145,2457,Container,58.79,1046,1.1177,Monday,0,0,0
2020-06-30,73,741178,18775,260386,152099,2376,Container,57.7,1087,1.1104,Tuesday,0,0,0
2020-07-01,82,805980,20314,279496,166252,2578,Container,58.47,1024,1.1009,Wednesday,0,0,0
2020-07-02,81,841456,21006,286189,172076,2499,Container,58.92,1075,1.0949,Thursday,0,0,0
2020-07-03,77,865212,21712,291975,173853,2550,Container,59.04,1129,1.0745,Friday,0,0,0
2020-07-04,78,669169,16431,222853,139409,2344,RoRo,58.52,1091,1.0983,Saturday,0,0,0
2020-07-05,70,650501,16571,231728,110750,2113,RoRo,56.87,1038,1.0968,Sunday,0,0,0
2020-07-06,81,747498,18034,256428,150388,2172,Tanker,55.75,1070,1.104,Monday,0,0,0
2020-07-07,86,841149,21122,268619,159870,2482,Container,55.64,1043,1.0985,Tuesday,0,0,0
2020-07-08,78,824646,20897,293075,174232,2295,Container,55.26,1053,1.0969,Wednesday,0,0,0
2020-07-09,82,781567,19440,273166,155136,2618,Tanker,58.99,1034,1.0823,Thursday,0,0,0
2020-07-10,79,825775,20830,302488,165403,2584,Container,57.12,1040,1.0908,Friday,0,0,0
2020-07-11,67,679124,16482,241425,123784,2435,Tanker,46.27,1057,1.105,Saturday,0,0,0
2020-07-12,68,620776,15036,202485,132290,2137,Tanker,56.81,995,1.1174,Sunday,0,0,0
2020-07-13,82,821668,20660,265287,169352,2488,Tanker,55.18,992,1.0993,Monday,0,0,0
2020-07-14,76,771784,19634,262930,158812,2312,Container,54.29,972,1.1036,Tuesday,0,0,0
2020-07-15,81,839484,20050,287568,161393,2548,Container,52.94,959,1.1099,Wednesday,0,0,0
2020-07-16,81,773149,19590,280034,148441,2238,Container,57.23,977,1.0923,Thursday,0,0,0
2020-07-17,78,767875,18925,268668,155364,2098,Tanker,56.46,1044,1.1042,Friday,0,0,0
2020-07-18,69,661194,16433,242755,126683,2113,Bulk,51.06,990,1.0932,Saturday,0,0,0
2020-07-19,74,672824,16151,222240,138044,2064,Tanker,54.35,1058,1.1093,Sunday,0,0,0
2020-07-20,80,806055,19726,291772,143924,2557,Container,49.98,1033,1.1022,Monday,0,0,0
2020-07-21,62,626914,16156,226630,121482,2322,Container,48.52,931,1.1038,Tuesday,1,0,0
2020-07-22,81,808063,20218,262640,175987,2272,Container,50.54,1061,1.093,Wednesday,0,0,0
2020-07-23,82,820774,20328,300497,167671,2560,Container,54.77,1068,1.108,Thursday,0,0,0
2020-07-24,78,772101,19244,271170,155755,2453,Container,54.81,976,1.1219,Friday,0,0,0
2020-07-25,75,664412,16855,236465,148764,2040,Tanker,53.26,1046,1.091,Saturday,0,0,0
2020-07-26,73,720048,18221,243368,125322,2241,Tanker,53.67,981,1.0978,Sunday,0,0,0
2020-07-27,81,805477,20099,294669,154573,2350,Container,52.81,1027,1.1036,Monday,0,0,0
2020-07-28,76,818241,21003,274526,160439,2502,Tanker,49.11,958,1.1093,Tuesday,0,0,0
2020-07-29,82,816940,20909,294250,170255,2303,Tanker,52.11,930,1.0959,Wednesday,0,0,0
2020-07-30,86,817299,20639,294261,170465,2416,Container,52.99,1000,1.0733,Thursday,0,0,0
2020-07-31,79,839925,21025,284232,161057,2391,Bulk,52.63,1012,1.1153,Friday,0,0,0
2020-08-01,68,634294,16186,241837,134842,2199,RoRo,53.72,998,1.1094,Saturday,0,1,0
2020-08-02,64,557696,14100,197509,108313,2015,Tanker,52.06,957,1.0845,Sunday,0,1,0
2020-08-03,75,704354,18139,253063,150564,2203,Container,50.78,996,1.096,Monday,0,1,0
2020-08-04,75,775736,19843,256236,146886,2342,Tanker,52.73,1029,1.1179,Tuesday,0,1,0
2020-08-05,77,741678,18033,280765,147349,2516,Container,49.23,1012,1.1168,Wednesday,0,1,0
2020-08-06,82,799106,19435,267442,155900,2357,Container,46.46,1023,1.1118,Thursday,0,1,0
2020-08-07,74,666058,16301,243369,141660,2095,Bulk,48.41,980,1.1008,Friday,0,1,0
2020-08-08,65,632147,16292,211304,122247,2207,Tanker,46.47,1072,1.1036,Saturday,0,1,0
2020-08-09,74,639265,15193,217553,127513,2145,RoRo,46.48,954,1.1016,Sunday,0,1,0
2020-08-10,79,745168,18827,268696,153088,2176,Container,47.88,1037,1.1143,Monday,0,1,0
2020-08-11,79,749164,18910,272483,154195,2547,Container,45.74,1071,1.0944,Tuesday,0,1,0
2020-08-12,79,766061,19733,255409,160308,2314,Container,47.01,1036,1.0953,Wednesday,0,1,0
2020-08-13,77,742944,18664,270935,150278,2277,Container,42.06,1002,1.1136,Thursday,0,1,0
2020-08-14,79,733664,17670,267232,143387,2316,Tanker,48.2,985,1.1032,Friday,0,1,0
2020-08-15,75,623881,15117,208979,121979,2309,Tanker,47.38,1064,1.1176,Saturday,0,1,0
2020-08-16,64,572932,13732,216513,114792,1891,Tanker,44.75,941,1.0972,Sunday,0,1,0
2020-08-17,88,896743,22150,299291,181345,2573,Container,49.01,963,1.1036,Monday,0,0,0
2020-08-18,83,870714,21676,298502,172965,2715,Container,49.67,992,1.0951,Tuesday,0,0,0
2020-08-19,84,880519,21430,312972,176257,2534,Container,41.87,1074,1.1045,Wednesday,0,0,0
2020-08-20,80,891961,23034,303651,166254,2414,Container,44.24,1032,1.0899,Thursday,0,0,0
2020-08-21,81,846792,20507,299015,174697,2408,Tanker,44.06,965,1.1,Friday,0,0,0
2020-08-22,72,720009,18673,254414,145451,2301,Tanker,43.4,998,1.0907,Saturday,0,0,0
2020-08-23,71,680430,17603,236280,144101,2354,Bulk,48.55,983,1.1121,Sunday,0,0,0
2020-08-24,80,872720,22267,313776,174545,2475,Tanker,45.33,979,1.1126,Monday,0,0,0
2020-08-25,80,841637,20694,292289,154420,2545,Container,44.97,1064,1.0883,Tuesday,0,0,0
2020-08-26,82,862044,21722,304031,169541,2350,Container,39.61,947,1.1191,Wednesday,0,0,0
2020-08-27,83,860384,20871,312599,170477,2346,Tanker,47.39,1097,1.131,Thursday,0,0,0
2020-08-28,82,933542,23794,334647,192652,2552,Tanker,41.63,1058,1.1067,Friday,0,0,0
2020-08-29,68,669600,16703,242220,117358,2348,Bulk,45.4,1072,1.1,Saturday,0,0,0
2020-08-30,75,704122,17398,234951,141154,2263,RoRo,45.92,996,1.1349,Sunday,0,0,0
2020-08-31,84,930030,22639,330758,190115,2624,Container,49.05,1012,1.0937,Monday,0,0,0
2020-09-01,87,882914,20834,300235,171291,2552,Container,40.92,949,1.1073,Tuesday,0,0,0
2020-09-02,86,913445,22317,306892,183286,2681,Tanker,35.68,995,1.1091,Wednesday,0,0,0
2020-09-03,86,885936,22705,309361,172171,2468,Tanker,45.17,1047,1.121,Thursday,0,0,0
2020-09-04,86,850222,21054,288535,164208,2544,Bulk,49.92,1089,1.1113,Friday,0,0,0
2020-09-05,72,684787,17035,247582,133690,2144,RoRo,48.13,970,1.103,Saturday,0,0,0
2020-09-06,74,724258,18434,261636,139166,2485,Bulk,44.94,1008,1.0987,Sunday,0,0,0
2020-09-07,86,868553,22617,284967,179180,2423,Tanker,42.74,1020,1.105,Monday,0,0,0
2020-09-08,84,856871,22084,291622,165495,2397,Container,46.55,959,1.0986,Tuesday,0,0,0
2020-09-09,83,880270,21521,293497,168831,2575,Container,41.12,1060,1.1094,Wednesday,0,0,0
2020-09-10,91,938975,22503,324015,201938,2616,Container,45.38,996,1.1035,Thursday,0,0,0
2020-09-11,87,950016,24930,337057,197689,2658,Tanker,45.39,1024,1.0945,Friday,0,0,0
2020-09-12,78,768068,20336,266401,138721,2375,Tanker,46.98,1012,1.1222,Saturday,0,0,0
2020-09-13,74,702632,17660,240024,134408,2145,Tanker,52.01,997,1.105,Sunday,0,0,0
2020-09-14,80,861260,20896,314443,174192,2653,Container,44.84,1038,1.0975,Monday,0,0,0
2020-09-15,86,908738,23200,295010,184338,2652,Container,42.07,1029,1.1088,Tuesday,0,0,0
2020-09-16,92,950229,23702,344949,178122,2761,Container,43.47,1023,1.1114,Wednesday,0,0,0
2020-09-17,86,892539,22257,306946,187776,2486,Container,38.18,1007,1.0935,Thursday,0,0,0
2020-09-18,81,817842,20893,285464,170170,2468,Container,41.36,1062,1.1146,Friday,0,0,0
2020-09-19,79,797625,20108,273895,163380,2416,Bulk,42.17,1130,1.1011,Saturday,0,0,0
2020-09-20,78,764456,18518,282988,163745,2459,RoRo,41.78,1057,1.1289,Sunday,0,0,0
2020-09-21,85,858217,21293,288066,175262,2603,Container,43.78,1101,1.1173,Monday,0,0,0
2020-09-22,87,903810,22926,316451,184351,2575,Container,40.82,984,1.1084,Tuesday,0,0,0
2020-09-23,85,913832,23101,325116,195228,2419,Container,46.62,1064,1.1052,Wednesday,0,0,0
2020-09-24,86,897043,22557,297855,188218,2724,Tanker,43.24,1003,1.1119,Thursday,0,0,0
2020-09-25,84,864285,22074,293301,166125,2552,Tanker,43.19,986,1.1194,Friday,0,0,0
2020-09-26,77,806954,19993,280952,166456,2350,Bulk,42.22,1025,1.1133,Saturday,0,0,0
2020-09-27,76,728398,18299,246073,140365,2333,Tanker,43.66,1124,1.1116,Sunday,0,0,0
2020-09-28,77,863949,19911,294226,176823,2345,Tanker,45.67,1115,1.1147,Monday,0,0,0
2020-09-29,83,845924,20923,292575,172998,2574,Container,40.59,1082,1.1084,Tuesday,0,0,0
2020-09-30,89,943737,23975,336804,177680,2468,Container,41.22,995,1.1113,Wednesday,0,0,0
2020-10-01,89,925234,22936,320405,184072,2566,Container,42.29,1065,1.0942,Thursday,0,0,0
2020-10-02,84,903264,22348,326927,182775,2579,Tanker,39.18,1092,1.1251,Friday,0,0,0
2020-10-03,79,771016,18755,259878,150713,2460,Bulk,40.78,1088,1.1186,Saturday,0,0,0
2020-10-04,79,722745,18570,240442,147067,2295,Tanker,41.83,990,1.1082,Sunday,0,0,0
2020-10-05,88,875118,22152,325555,181471,2576,Container,45.9,1040,1.1353,Monday,0,0,0
2020-10-06,85,893765,22757,306238,178508,2538,Container,44.1,1084,1.1175,Tuesday,0,0,0
2020-10-07,83,848206,20342,283763,171438,2469,Tanker,43.93,1117,1.1066,Wednesday,0,0,0
2020-10-08,87,879289,21902,290331,186925,2527,Container,45.94,983,1.1258,Thursday,0,0,0
2020-10-09,80,889432,22096,322052,181672,2515,Container,43.02,1088,1.1215,Friday,0,0,0
2020-10-10,79,801549,19898,277129,161916,2234,RoRo,44.65,1106,1.1218,Saturday,0,0,0
2020-10-11,80,745590,18332,258419,141453,2242,RoRo,43.22,1144,1.114,Sunday,0,0,0
2020-10-12,90,939399,23312,327198,193248,2634,Container,44.38,1139,1.1231,Monday,0,0,0
2020-10-13,89,953528,24263,343864,193347,2605,Container,41.9,1136,1.1163,Tuesday,0,0,0
2020-10-14,83,950119,22797,330746,200294,2610,Container,36.4,1070,1.1248,Wednesday,0,0,0
2020-10-15,86,920987,23913,345786,184572,2549,Tanker,43.38,1018,1.1005,Thursday,0,0,0
2020-10-16,83,895499,22629,314762,164570,2457,Container,48.13,1097,1.1156,Friday,0,0,0
2020-10-17,78,755825,18874,275157,137564,2284,RoRo,46.72,1169,1.1375,Saturday,0,0,0
2020-10-18,75,768411,19664,276996,159568,2322,RoRo,46.92,1192,1.1129,Sunday,0,0,0
2020-10-19,85,964161,23378,337092,188271,2647,Container,47.81,1161,1.1149,Monday,0,0,0
2020-10-20,80,921819,22713,316767,187858,2622,Container,44.46,1150,1.1168,Tuesday,0,0,0
2020-10-21,93,971646,24231,343396,195243,2639,Container,44.88,1151,1.1095,Wednesday,0,0,0
2020-10-22,82,866462,22344,308363,171958,2397,Container,42.54,1107,1.0999,Thursday,0,0,0
2020-10-23,84,866734,21645,297631,172576,2360,Tanker,43.55,1132,1.1201,Friday,0,0,0
2020-10-24,80,813659,20567,286444,155809,2680,Bulk,46.45,1225,1.1241,Saturday,0,0,0
2020-10-25,73,747554,18394,274006,149385,2208,Bulk,48.33,1097,1.1226,Sunday,0,0,0
2020-10-26,85,959351,24227,356472,187194,2587,Tanker,44.41,1229,1.122,Monday,0,0,0
2020-10-27,83,910427,23599,327193,179107,2617,Tanker,43.6,1135,1.1243,Tuesday,0,0,0
2020-10-28,82,890454,22759,330286,175502,2572,Container,45.08,1221,1.1344,Wednesday,0,0,0
2020-10-29,86,899263,22441,308448,178039,2601,Container,47.01,1087,1.1227,Thursday,0,0,0
2020-10-30,80,859591,21828,307876,179296,2445,Container,41.0,1190,1.1192,Friday,0,0,0
2020-10-31,82,755721,19182,277888,150106,2357,Bulk,38.58,1128,1.1225,Saturday,0,0,0
2020-11-01,81,771551,19542,261080,162500,2363,Tanker,43.96,1097,1.1315,Sunday,0,0,0
2020-11-02,90,944361,24165,325670,201175,2585,Container,42.09,1182,1.1402,Monday,0,0,0
2020-11-03,86,923586,23642,340634,191557,2610,Container,44.37,1225,1.1202,Tuesday,0,0,0
2020-11-04,87,858000,21386,290549,175876,2593,Tanker,45.6,1136,1.1278,Wednesday,0,0,0
2020-11-05,84,895789,22716,300115,181772,2541,Tanker,44.84,1106,1.1306,Thursday,0,0,0
2020-11-06,82,856194,21213,314948,178162,2483,Bulk,50.72,1180,1.1177,Friday,0,0,0
2020-11-07,81,816204,19944,297639,163956,2531,Tanker,47.5,1184,1.1282,Saturday,0,0,0
2020-11-08,77,724616,17981,257937,152800,2383,Bulk,47.59,1219,1.1137,Sunday,0,0,0
2020-11-09,86,879119,21940,307235,180737,2677,Container,48.72,1243,1.1111,Monday,0,0,0
2020-11-10,84,909847,21915,314061,179091,2389,Container,43.61,1196,1.1328,Tuesday,0,0,0
2020-11-11,75,740477,18942,261986,155262,2401,Container,50.32,1295,1.1257,Wednesday,1,0,0
2020-11-12,90,950912,22389,348617,190914,2687,Container,47.15,1217,1.1319,Thursday,0,0,0
2020-11-13,85,869116,23085,306576,172974,2415,Bulk,49.57,1192,1.1301,Friday,0,0,0
2020-11-14,75,735650,19142,279147,143320,2329,RoRo,44.53,1132,1.121,Saturday,0,0,0
2020-11-15,68,677235,16800,228053,136775,2321,RoRo,43.27,1203,1.1307,Sunday,0,0,0
2020-11-16,85,902954,22579,315837,188563,2472,Tanker,50.58,1202,1.1192,Monday,0,0,0
2020-11-17,86,885916,22299,306340,184295,2573,Container,49.45,1271,1.1458,Tuesday,0,0,0
2020-11-18,88,864804,21326,291830,175788,2584,Tanker,45.81,1249,1.1188,Wednesday,0,0,0
2020-11-19,83,936429,23507,326219,192083,2498,Container,46.11,1171,1.1308,Thursday,0,0,0
2020-11-20,84,906423,22589,321421,191458,2545,Bulk,52.29,1242,1.1227,Friday,0,0,0
2020-11-21,77,777989,19403,277538,154398,2397,RoRo,45.56,1270,1.1392,Saturday,0,0,0
2020-11-22,82,772624,19406,292123,145601,2279,Bulk,54.26,1316,1.1306,Sunday,0,0,0
2020-11-23,86,926791,22513,329022,195767,2502,Container,46.84,1288,1.1292,Monday,0,0,0
2020-11-24,81,871465,21806,316514,170055,2494,Tanker,51.67,1285,1.1433,Tuesday,0,0,0
2020-11-25,85,868271,21788,304556,168131,2583,Container,48.99,1253,1.1355,Wednesday,0,0,0
2020-11-26,85,919138,23043,338479,169458,2643,Tanker,52.0,1273,1.1407,Thursday,0,0,0
2020-11-27,81,900188,22397,339050,184608,2464,Container,48.78,1320,1.1262,Friday,0,0,0
2020-11-28,75,769873,19816,274766,141003,2420,Tanker,50.15,1194,1.1224,Saturday,0,0,0
2020-11-29,79,700296,17331,235177,134057,2167,RoRo,50.99,1246,1.1379,Sunday,0,0,0
2020-11-30,87,915042,22990,314777,187714,2412,Tanker,48.09,1229,1.134,Monday,0,0,0
2020-12-01,83,865811,22294,305853,178938,2462,Container,53.55,1289,1.1439,Tuesday,0,0,0
2020-12-02,84,893307,22293,317222,173448,2652,Tanker,50.02,1335,1.1373,Wednesday,0,0,0
2020-12-03,88,931335,23391,332952,185194,2663,Container,51.11,1247,1.1405,Thursday,0,0,0
2020-12-04,83,853878,21299,303459,163795,2481,Container,49.05,1161,1.1227,Friday,0,0,0
2020-12-05,76,720106,18621,252107,139634,2238,Bulk,44.58,1263,1.1582,Saturday,0,0,0
2020-12-06,74,690844,17142,235433,140299,2197,RoRo,51.93,1333,1.1381,Sunday,0,0,0
2020-12-07,88,912405,23452,323353,178468,2579,Tanker,59.99,1317,1.1471,Monday,0,0,0
2020-12-08,84,888717,22166,329601,175790,2426,Container,55.35,1315,1.1322,Tuesday,0,0,0
2020-12-09,81,879720,21563,318101,164226,2485,Container,53.18,1282,1.1441,Wednesday,0,0,0
2020-12-10,81,863400,21925,307537,181744,2474,Container,52.7,1236,1.1284,Thursday,0,0,0
2020-12-11,78,884699,21965,319940,181020,2392,Container,53.8,1328,1.1464,Friday,0,0,0
2020-12-12,81,723536,18399,249527,151050,2201,Tanker,55.63,1264,1.1387,Saturday,0,0,0
2020-12-13,78,729712,16878,250317,156266,2336,Bulk,50.7,1418,1.143,Sunday,0,0,0
2020-12-14,80,856472,21414,292287,164693,2486,Tanker,57.83,1340,1.1501,Monday,0,0,0
2020-12-15,81,843570,20859,293997,165847,2434,Container,56.89,1286,1.1312,Tuesday,0,0,0
2020-12-16,80,853046,20795,294346,155451,2388,Container,57.15,1287,1.1371,Wednesday,0,0,0
2020-12-17,87,859785,21218,313007,197080,2647,Container,56.57,1316,1.149,Thursday,0,0,0
2020-12-18,78,858199,21168,295616,170443,2404,Container,55.57,1312,1.1658,Friday,0,0,0
2020-12-19,77,751871,18773,255128,158684,2353,Bulk,57.79,1382,1.1439,Saturday,0,0,0
2020-12-20,67,590773,14086,226196,108249,2037,Bulk,57.81,1339,1.1516,Sunday,0,0,0
2020-12-21,85,846422,21319,291734,177256,2473,Container,55.23,1296,1.1451,Monday,0,0,0
2020-12-22,82,859792,22178,302462,186819,2535,Container,54.83,1430,1.166,Tuesday,0,0,0
2020-12-23,80,911722,22934,323616,181862,2431,Container,57.12,1340,1.1295,Wednesday,0,0,0
2020-12-24,75,728275,18611,243529,137568,2292,Container,61.72,1379,1.1484,Thursday,0,1,0
2020-12-25,66,608118,15750,225196,120513,2231,Bulk,53.62,1313,1.1316,Friday,1,1,0
2020-12-26,73,684823,17739,246059,119151,2403,RoRo,53.2,1364,1.1232,Saturday,0,1,0
2020-12-27,70,554171,14789,209544,110531,2018,RoRo,58.35,1364,1.1517,Sunday,0,1,0
2020-12-28,72,768823,18971,262296,160332,2357,Container,58.28,1257,1.1505,Monday,0,1,0
2020-12-29,73,735925,18039,258565,146899,2525,Tanker,58.91,1454,1.1467,Tuesday,0,1,0
2020-12-30,75,744415,19002,260939,146610,2430,Container,59.38,1421,1.1489,Wednesday,0,1,0
2020-12-31,74,729218,18585,257865,150064,2232,Tanker,58.24,1339,1.1814,Thursday,0,1,0
2021-01-01,71,613345,15721,200125,127501,2058,Bulk,63.65,1306,1.1483,Friday,1,1,0
2021-01-02,77,763420,20030,268305,139405,2441,RoRo,54.64,1381,1.1564,Saturday,0,1,0
2021-01-03,79,762683,19073,252674,153247,2243,Tanker,57.22,1370,1.1452,Sunday,0,0,0
2021-01-04,85,937447,23649,331690,206977,2715,Container,59.65,1386,1.1551,Monday,0,0,0
2021-01-05,87,916905,22432,299630,172701,2609,Container,55.3,1380,1.1502,Tuesday,0,0,0
2021-01-06,85,851876,22365,279641,169692,2530,Container,59.96,1397,1.1489,Wednesday,0,0,0
2021-01-07,83,905281,22464,325034,196590,2532,Tanker,65.73,1447,1.1716,Thursday,0,0,0
2021-01-08,88,915866,22743,315085,192007,2511,Bulk,61.07,1405,1.1656,Friday,0,0,0
2021-01-09,76,736918,18250,248043,143276,2452,Bulk,61.96,1326,1.1557,Saturday,0,0,0
2021-01-10,80,760494,18690,278881,153748,2316,RoRo,57.75,1448,1.1317,Sunday,0,0,0
2021-01-11,86,919934,22634,325253,183970,2539,Tanker,59.94,1464,1.1515,Monday,0,0,0
2021-01-12,89,950923,23511,341544,184200,2618,Container,60.92,1542,1.1826,Tuesday,0,0,0
2021-01-13,83,873465,21154,304050,174099,2529,Tanker,61.35,1330,1.1537,Wednesday,0,0,0
2021-01-14,82,848183,20812,323660,167397,2369,Container,66.4,1400,1.1675,Thursday,0,0,0
2021-01-15,83,854114,22327,292895,171725,2425,Container,64.48,1285,1.1713,Friday,0,0,0
2021-01-16,81,803115,20446,298535,154636,2343,Tanker,59.73,1419,1.1595,Saturday,0,0,0
2021-01-17,68,656856,16884,229286,121158,2270,RoRo,64.05,1365,1.1493,Sunday,0,0,0
2021-01-18,85,823567,21178,271703,164383,2347,Container,65.06,1491,1.1338,Monday,0,0,0
2021-01-19,78,873114,22745,310418,188344,2334,Container,67.23,1357,1.1654,Tuesday,0,0,0
2021-01-20,80,855032,20490,302409,171664,2286,Container,68.8,1313,1.1508,Wednesday,0,0,0
2021-01-21,83,875857,21281,296037,172519,2367,Container,61.26,1375,1.1612,Thursday,0,0,0
2021-01-22,86,887096,21776,301261,183452,2667,Bulk,62.12,1301,1.1473,Friday,0,0,0
2021-01-23,80,733802,18110,256584,145494,2302,Bulk,61.02,1439,1.1576,Saturday,0,0,0
2021-01-24,65,642565,15914,228395,143457,2214,RoRo,64.33,1299,1.161,Sunday,0,0,0
2021-01-25,85,931710,23069,301392,186311,2651,Container,66.67,1405,1.1638,Monday,0,0,0
2021-01-26,75,827121,20788,300024,171028,2446,Container,68.47,1301,1.1504,Tuesday,0,0,0
2021-01-27,81,834344,20876,287075,160832,2444,Container,65.52,1390,1.1739,Wednesday,0,0,0
2021-01-28,86,901364,22173,302160,184298,2656,Container,65.02,1489,1.1564,Thursday,0,0,0
2021-01-29,86,839596,19902,303269,170120,2474,Container,66.66,1426,1.146,Friday,0,0,0
2021-01-30,76,732633,17819,256185,146075,2439,RoRo,63.93,1366,1.1621,Saturday,0,0,0
2021-01-31,77,700833,17246,257453,136153,2313,Bulk,72.93,1408,1.1639,Sunday,0,0,0
2021-02-01,87,898585,22341,318884,174613,2486,Container,62.06,1411,1.1656,Monday,0,0,0
2021-02-02,81,845351,20569,295858,171329,2418,Container,67.66,1435,1.178,Tuesday,0,0,0
2021-02-03,80,892363,22064,310800,183504,2466,Container,73.4,1344,1.1625,Wednesday,0,0,0
2021-02-04,80,790169,19189,281386,157016,2507,Container,67.56,1442,1.164,Thursday,0,0,0
2021-02-05,78,856922,21360,295787,173683,2445,Container,67.19,1278,1.1546,Friday,0,0,0
2021-02-06,78,698176,16918,235836,139332,2167,Bulk,66.89,1382,1.1743,Saturday,0,0,0
2021-02-07,75,722904,17648,259115,145369,2316,Bulk,67.63,1390,1.1683,Sunday,0,0,0
2021-02-08,86,852702,20663,297001,168937,2469,Container,72.5,1446,1.1627,Monday,0,0,0
2021-02-09,80,831049,20699,291203,166354,2476,Tanker,61.95,1416,1.1482,Tuesday,0,0,0
2021-02-10,83,857892,21014,311156,193163,2676,Container,73.38,1345,1.1821,Wednesday,0,0,0
2021-02-11,84,871312,22236,303820,176755,2598,Tanker,64.71,1366,1.1558,Thursday,0,0,0
2021-02-12,82,850857,21474,297950,175334,2479,Tanker,68.38,1425,1.1626,Friday,0,0,0
2021-02-13,72,684109,17068,233442,140326,2085,Tanker,68.08,1412,1.1725,Saturday,0,0,0
2021-02-14,73,654793,15971,233485,128856,2132,RoRo,71.32,1387,1.1573,Sunday,0,0,0
2021-02-15,79,844625,21306,299117,179277,2538,Tanker,64.95,1391,1.1547,Monday,0,0,0
2021-02-16,78,833910,21193,300876,164453,2334,Container,71.31,1450,1.1488,Tuesday,0,0,0
2021-02-17,86,851570,21361,292258,178754,2691,Container,76.17,1389,1.1777,Wednesday,0,0,0
2021-02-18,80,776530,20215,267207,152632,2366,Tanker,66.19,1411,1.1654,Thursday,0,0,0
2021-02-19,82,835670,21122,300406,159454,2458,Container,71.02,1523,1.2005,Friday,0,0,0
2021-02-20,79,694200,17812,245492,141763,2175,Bulk,68.63,1343,1.1617,Saturday,0,0,0
2021-02-21,69,632113,15870,212177,117585,2198,Bulk,72.06,1321,1.1628,Sunday,0,0,0
2021-02-22,84,811518,20626,297097,166589,2301,Container,71.0,1453,1.1668,Monday,0,0,0
2021-02-23,81,819414,20087,269810,154330,2646,Tanker,69.17,1379,1.1752,Tuesday,0,0,0
2021-02-24,72,717075,17698,258819,140863,2407,Container,72.72,1397,1.1685,Wednesday,0,0,0
2021-02-25,85,795722,20068,265851,147691,2492,Tanker,76.82,1373,1.1797,Thursday,0,0,0
2021-02-26,82,785551,19810,293801,179704,2239,Container,70.98,1398,1.1642,Friday,0,0,0
2021-02-27,74,713514,18092,234284,129471,2291,RoRo,73.85,1490,1.1605,Saturday,0,0,0
2021-02-28,73,636220,16456,234200,127323,2275,Bulk,67.95,1450,1.1567,Sunday,0,0,0
2021-03-01,79,821895,19835,286847,173525,2492,Container,69.1,1452,1.1528,Monday,0,0,0
2021-03-02,85,858475,20975,296800,179986,2388,Container,73.52,1337,1.1703,Tuesday,0,0,0
2021-03-03,75,841522,21153,296387,175115,2397,Tanker,76.68,1349,1.1728,Wednesday,0,0,0
2021-03-04,78,834801,20508,298499,164422,2407,Container,73.42,1264,1.1699,Thursday,0,0,0
2021-03-05,82,787710,21382,266654,168351,2321,Bulk,71.53,1364,1.189,Friday,0,0,0
2021-03-06,73,706386,17918,239077,148584,2412,Tanker,72.58,1452,1.1892,Saturday,0,0,0
2021-03-07,71,644658,16077,232126,130630,1975,Bulk,68.95,1428,1.1739,Sunday,0,0,0
2021-03-08,76,807329,19925,265492,163390,2477,Container,74.62,1390,1.1597,Monday,0,0,0
2021-03-09,86,819135,20238,280855,161396,2299,Container,75.56,1399,1.1723,Tuesday,0,0,0
2021-03-10,83,793259,19847,308048,151375,2294,Tanker,71.65,1364,1.1723,Wednesday,0,0,0
2021-03-11,82,855253,21437,289658,180948,2282,Tanker,71.69,1407,1.1721,Thursday,0,0,0
2021-03-12,78,792881,19594,288986,169074,2334,Container,73.99,1434,1.1721,Friday,0,0,0
2021-03-13,77,696437,17274,237893,132215,2396,RoRo,71.97,1313,1.1729,Saturday,0,0,0
2021-03-14,79,684299,17780,244595,135630,2253,RoRo,73.17,1408,1.1759,Sunday,0,0,0
2021-03-15,84,835755,21586,299058,166004,2334,Container,79.74,1438,1.1737,Monday,0,0,0
2021-03-16,84,760319,19134,277401,151803,2442,Tanker,72.78,1369,1.1825,Tuesday,0,0,0
2021-03-17,78,821189,19859,285414,164752,2555,Container,72.51,1423,1.1844,Wednesday,0,0,0
2021-03-18,79,836670,21186,312723,174909,2465,Container,71.71,1527,1.172,Thursday,0,0,0
2021-03-19,77,814607,21142,279219,156944,2625,Container,75.95,1379,1.1941,Friday,0,0,0
2021-03-20,72,642671,16752,227277,121763,2246,RoRo,73.23,1402,1.172,Saturday,0,0,0
2021-03-21,70,614155,15721,217407,132724,2189,Tanker,71.87,1343,1.1659,Sunday,0,0,0
2021-03-22,81,829332,21445,279047,162165,2364,Container,77.83,1387,1.1862,Monday,0,0,0
2021-03-23,58,371312,9309,127100,64158,1820,Container,78.17,1399,1.1746,Tuesday,0,0,0
2021-03-24,62,412860,10636,146116,78691,1841,Container,72.15,1384,1.1863,Wednesday,0,0,0
2021-03-25,58,497202,12090,169699,96800,1998,Container,68.39,1321,1.1594,Thursday,0,0,0
2021-03-26,59,461272,11678,185854,104694,1823,Tanker,77.04,1380,1.1976,Friday,0,0,0
